Destination_ID,Destination_Name,Latitude,Longitude,Type,Popularity_Score,Average_Rating,Number_of_Reviews,Climate,Accessibility_Score,Nearby_Attractions_Count,Description_Text
11857,Los Angeles,33.31853,-118.34621,City,0.138,3.59,775,Temperate,1.0,5,Offers a family-friendly atmosphere.
11858,Buenos Aires,-36.21203,-57.85554,City,0.32,3.63,1692,Hot,0.756,7,Popular destination featuring historic landmarks.
11859,Amazon Rainforest,-3.44967,-61.98814,Forest,0.105,3.41,453,Temperate,1.0,0,Offers a memorable vacation.
11860,Phuket,8.46844,99.63081,Beach,0.053,4.82,142,Temperate,0.57,1,Popular destination featuring historic landmarks.
11861,Machu Picchu,-12.58861,-71.7571,Historic Site,0.427,3.9,2127,Hot,0.984,4,Offers a memorable vacation.
11862,Santorini,36.16169,26.25576,Island,0.06,3.14,498,Temperate,0.553,3,Popular destination featuring unique wildlife.
11863,Sydney,-35.31754,150.56838,City,0.319,4.7,1370,Temperate,1.0,6,Offers a romantic escape.
11864,Grand Canyon,35.59629,-112.90121,National Park,0.105,4.19,957,Cold,0.588,2,Popular destination featuring historic landmarks.
11865,Galápagos Islands,-1.30662,-90.54799,Island,0.181,3.62,1267,Temperate,0.732,2,Popular destination featuring historic landmarks.
11866,Mount Fuji,34.72708,137.97301,Mountain,0.224,3.7,966,Cold,0.771,1,Famous for its lush landscapes.
11867,Bali,-8.28164,114.80017,Island,0.474,3.98,2300,Hot,0.735,1,Famous for its adventure sports.
11868,Singapore,0.95373,103.723,City,0.231,3.97,1416,Hot,0.703,4,A hot city known for its rich history.
11869,Ibiza,38.4987,1.19041,Beach,0.066,4.33,455,Temperate,0.689,2,Famous for its breathtaking sunsets.
11870,Patagonia,-49.41091,-73.34936,Mountain,0.402,4.5,2220,Cold,0.706,3,Popular destination featuring historic landmarks.
11871,Cape Town,-33.85294,17.69555,City,0.476,3.55,2533,Hot,0.763,5,Famous for its breathtaking sunsets.
11872,Galápagos Islands,-1.5492,-90.71251,Island,0.725,4.56,3972,Hot,0.632,0,Famous for its lush landscapes.
11873,Bangkok,13.91485,100.27374,City,0.146,4.33,769,Hot,0.714,7,Popular destination featuring historic landmarks.
11874,Galápagos Islands,-0.73505,-90.71161,Island,0.252,3.93,1486,Hot,0.708,1,Offers a perfect getaway.
11875,Himalayas,27.65686,87.05801,Mountain,0.268,4.62,1529,Temperate,0.801,4,Offers a memorable vacation.
11876,Singapore,2.48803,103.66209,City,0.037,3.37,107,Hot,0.811,3,Offers a memorable vacation.
11877,Maldives,4.02916,72.58643,Island,0.226,4.27,1373,Temperate,0.864,2,Offers a family-friendly atmosphere.
11878,Cape Town,-34.45595,18.62988,City,0.24,3.73,1471,Hot,0.565,5,Popular destination featuring unique wildlife.
11879,Yellowstone,44.94871,-110.36222,National Park,0.434,3.69,2004,Cold,0.552,2,Popular destination featuring unique wildlife.
11880,Yellowstone,43.59617,-111.22889,National Park,0.606,3.66,3080,Temperate,0.73,1,Famous for its lush landscapes.
11881,Phuket,7.46227,98.24291,Beach,0.352,4.32,1694,Hot,0.751,0,Offers a memorable vacation.
11882,London,51.70853,0.27639,City,0.043,4.2,224,Temperate,0.858,5,A temperate city known for its tranquil nature.
11883,Cancun,21.25878,-87.14681,Beach,0.071,4.34,172,Temperate,0.757,1,Popular destination featuring friendly locals.
11884,Phuket,7.59776,97.64106,Beach,0.206,3.21,774,Hot,0.883,3,A hot beach known for its rich history.
11885,Galápagos Islands,-0.08203,-90.15079,Island,0.155,3.9,1085,Temperate,0.446,2,Famous for its breathtaking sunsets.
11886,Swiss Alps,46.23191,9.74049,Mountain,0.139,4.35,865,Temperate,0.692,3,Offers a unique travel experience.
11887,Patagonia,-49.69969,-72.6707,Mountain,0.352,3.64,1562,Temperate,0.768,2,Famous for its lush landscapes.
11888,Rocky Mountains,39.43413,-105.75842,Mountain,0.11,3.25,828,Cold,0.703,1,Famous for its peaceful environment.
11889,Berlin,52.88169,13.48368,City,0.255,3.64,1585,Hot,0.54,2,Popular destination featuring amazing food.
11890,Great Wall of China,39.96056,117.23034,Historic Site,0.269,3.85,1379,Temperate,0.663,2,Popular destination featuring scenic trails.
11891,Himalayas,27.9374,86.92656,Mountain,0.186,3.02,812,Temperate,0.39,2,Famous for its adventure sports.
11892,Singapore,1.61557,103.49578,City,0.392,4.96,1907,Cold,0.649,4,Offers a family-friendly atmosphere.
11893,Rocky Mountains,39.08544,-106.72422,Mountain,0.106,3.41,390,Temperate,0.679,3,Famous for its artistic heritage.
11894,Cancun,21.89885,-86.86345,Beach,0.658,4.1,3428,Temperate,0.75,2,Offers a unique travel experience.
11895,Los Angeles,33.59842,-118.07892,City,0.692,4.83,3510,Temperate,0.617,4,Famous for its lush landscapes.
11896,Machu Picchu,-12.53317,-72.52765,Historic Site,0.36,4.62,1614,Cold,0.568,4,Offers a romantic escape.
11897,Grand Canyon,36.1828,-112.04326,National Park,0.196,4.2,1378,Temperate,0.968,1,Offers a romantic escape.
11898,New York,40.74082,-74.32225,City,0.118,3.75,691,Temperate,0.825,6,Offers a romantic escape.
11899,Berlin,52.61815,13.25799,City,0.322,4.03,1923,Temperate,0.437,1,Popular destination featuring scenic trails.
11900,Phuket,7.72128,99.31688,Beach,0.462,4.24,2427,Hot,0.709,0,Popular destination featuring scenic trails.
11901,Ibiza,38.14525,1.28415,Beach,0.337,3.86,1914,Temperate,0.69,1,A temperate beach known for its stunning views.
11902,Grand Canyon,35.00825,-112.49527,National Park,0.437,3.58,2109,Temperate,0.825,2,Famous for its breathtaking sunsets.
11903,Colosseum,41.33627,12.50002,Historic Site,0.498,3.87,2235,Cold,0.522,7,Famous for its artistic heritage.
11904,Barcelona,41.23477,3.1996,City,0.162,3.67,931,Cold,0.434,5,A cold city known for its rich history.
11905,Galápagos Islands,-0.56992,-91.11996,Island,0.04,4.06,201,Hot,0.727,1,Famous for its peaceful environment.
11906,Bangkok,14.6019,100.57612,City,0.301,3.6,1784,Hot,0.271,5,Famous for its adventure sports.
11907,Amazon Rainforest,-2.99211,-62.12816,Forest,0.404,3.65,2307,Cold,0.959,2,Popular destination featuring unique wildlife.
11908,Mount Fuji,35.11394,138.74691,Mountain,0.321,4.03,1307,Temperate,0.994,1,Offers a romantic escape.
11909,Taj Mahal,27.07782,77.48067,Historic Site,0.167,4.43,1077,Cold,0.607,7,A cold historic site known for its tranquil nature.
11910,London,51.74676,0.55063,City,0.177,4.35,870,Hot,0.738,5,Famous for its peaceful environment.
11911,Dubai Desert,24.88071,55.52024,Desert,0.523,4.07,2551,Hot,0.523,2,Famous for its peaceful environment.
11912,Singapore,3.04014,103.3813,City,0.226,3.86,916,Cold,0.614,6,A cold city known for its rich history.
11913,Bali,-8.16187,114.66033,Island,0.225,4.61,902,Hot,0.721,2,Offers a unique travel experience.
11914,Ibiza,39.24167,1.83478,Beach,0.312,2.98,1759,Temperate,0.888,1,A temperate beach known for its rich history.
11915,Banff,50.25981,-115.79609,National Park,0.186,3.72,244,Temperate,0.766,2,Popular destination featuring amazing food.
11916,Los Angeles,33.60336,-118.75429,City,0.241,3.92,1036,Temperate,0.823,4,Popular destination featuring scenic trails.
11917,Dubai Desert,24.26242,54.83853,Desert,0.019,4.13,274,Hot,0.642,1,Famous for its breathtaking sunsets.
11918,Bangkok,13.34696,100.8238,City,0.523,3.73,2733,Temperate,0.776,1,A temperate city known for its beautiful beaches.
11919,Dubai,24.08038,55.47556,City,0.125,3.74,832,Hot,0.824,4,A hot city known for its vibrant culture.
11920,Patagonia,-49.16643,-72.70224,Mountain,0.407,4.36,2210,Cold,0.496,0,Famous for its artistic heritage.
11921,Moscow,55.66002,37.32512,City,0.399,4.04,1747,Hot,0.324,3,Offers a perfect getaway.
11922,Rome,41.06479,12.60127,City,0.202,3.74,1395,Temperate,0.655,6,Offers a unique travel experience.
11923,Grand Canyon,36.56821,-112.77298,National Park,0.052,3.81,103,Temperate,0.43,3,Offers a family-friendly atmosphere.
11924,Amsterdam,52.70992,4.76189,City,0.149,3.08,792,Cold,1.0,8,Famous for its breathtaking sunsets.
11925,Phuket,7.95814,99.27645,Beach,0.259,4.23,1439,Temperate,0.787,1,Famous for its adventure sports.
11926,Los Angeles,34.43029,-118.76787,City,0.129,4.06,1108,Temperate,0.913,4,A temperate city known for its vibrant culture.
11927,Rocky Mountains,39.80221,-106.17985,Mountain,0.601,4.01,3072,Cold,0.321,1,Popular destination featuring friendly locals.
11928,Maui,20.93554,-156.11986,Island,0.168,3.76,860,Temperate,0.636,1,A temperate island known for its rich history.
11929,Barcelona,42.00485,1.79349,City,0.175,4.48,905,Cold,0.934,3,Famous for its breathtaking sunsets.
11930,Bora Bora,-17.27554,-152.14353,Island,0.372,4.19,1980,Temperate,0.7,1,A temperate island known for its vibrant culture.
11931,Amsterdam,52.70097,4.30149,City,0.054,3.87,20,Cold,0.868,6,Popular destination featuring historic landmarks.
11932,Tokyo,35.11018,139.79957,City,0.154,4.09,746,Cold,0.674,4,A cold city known for its rich history.
11933,Ibiza,39.55561,1.29511,Beach,0.237,4.42,1319,Hot,0.629,1,Offers a memorable vacation.
11934,Ibiza,38.86571,0.54019,Beach,0.285,3.78,1328,Temperate,0.688,1,A temperate beach known for its stunning views.
11935,Great Wall of China,40.56167,117.0313,Historic Site,0.322,3.98,1811,Hot,0.985,3,Offers a family-friendly atmosphere.
11936,Serengeti,-1.55604,34.67723,National Park,0.224,4.22,800,Temperate,0.496,2,Popular destination featuring friendly locals.
11937,Ibiza,38.36934,1.46486,Beach,0.252,4.58,1424,Hot,0.6,1,Offers a memorable vacation.
11938,Toronto,44.04614,-78.85564,City,0.359,4.65,1673,Temperate,0.454,3,Famous for its breathtaking sunsets.
11939,Dubai,25.39066,55.05995,City,0.328,3.9,1461,Temperate,0.414,5,A temperate city known for its beautiful beaches.
11940,Buenos Aires,-34.22401,-59.25323,City,0.369,3.73,1773,Cold,0.928,5,Popular destination featuring amazing food.
11941,Galápagos Islands,-0.71746,-89.96048,Island,0.238,4.3,1235,Hot,0.777,2,Popular destination featuring unique wildlife.
11942,Yellowstone,44.84362,-110.94974,National Park,0.194,4.44,1155,Temperate,0.702,3,A temperate national park known for its rich history.
11943,Banff,50.47659,-114.98757,National Park,0.393,4.36,1905,Cold,0.675,2,A cold national park known for its tranquil nature.
11944,Lisbon,38.60157,-8.81935,City,0.444,4.41,2365,Hot,0.592,3,Offers a perfect getaway.
11945,Toronto,43.37853,-79.24103,City,0.576,3.82,2785,Hot,0.567,5,A hot city known for its stunning views.
11946,Yellowstone,44.65705,-110.28956,National Park,0.322,4.6,2131,Cold,0.517,3,Offers a unique travel experience.
11947,Swiss Alps,46.75899,10.04988,Mountain,0.51,3.55,2363,Cold,0.983,2,Offers a perfect getaway.
11948,Buenos Aires,-34.53551,-59.04507,City,0.165,4.08,789,Hot,0.898,3,Popular destination featuring amazing food.
11949,London,51.49411,-0.08799,City,0.194,4.35,1148,Hot,0.738,3,Popular destination featuring friendly locals.
11950,Rome,42.37726,12.35036,City,0.573,3.8,2755,Cold,0.654,5,Famous for its peaceful environment.
11951,Yellowstone,44.57785,-110.31629,National Park,0.366,3.98,1802,Temperate,1.0,0,Famous for its adventure sports.
11952,Ibiza,39.94023,1.09844,Beach,0.128,4.18,701,Hot,0.833,2,Offers a romantic escape.
11953,Tokyo,35.83398,139.00415,City,0.098,4.23,629,Hot,0.703,4,Popular destination featuring historic landmarks.
11954,Himalayas,28.27638,86.64188,Mountain,0.104,4.69,581,Temperate,0.512,2,Offers a memorable vacation.
11955,Bora Bora,-16.66201,-151.24088,Island,0.705,4.02,3347,Temperate,0.382,3,Famous for its artistic heritage.
11956,Pyramids of Giza,29.94225,31.35535,Historic Site,0.161,4.03,1380,Hot,0.575,4,Offers a romantic escape.
11957,Singapore,2.1258,103.78403,City,0.048,4.25,110,Hot,0.774,4,Offers a unique travel experience.
11958,Banff,51.72659,-115.31706,National Park,0.316,3.6,1639,Cold,0.736,2,Offers a romantic escape.
11959,Rome,42.11231,12.94126,City,0.151,4.17,634,Hot,0.408,5,Popular destination featuring historic landmarks.
11960,Great Wall of China,40.12216,115.66715,Historic Site,0.162,3.69,871,Temperate,0.686,3,Offers a family-friendly atmosphere.
11961,Toronto,44.12006,-78.80798,City,0.438,4.25,2047,Hot,0.666,5,Offers a romantic escape.
11962,Maui,21.05287,-156.11812,Island,0.146,4.09,791,Temperate,0.607,3,Offers a memorable vacation.
11963,Yellowstone,44.43864,-110.80928,National Park,0.135,3.53,1157,Temperate,0.583,2,Famous for its lush landscapes.
11964,Paris,49.11996,2.28998,City,0.338,3.49,1509,Hot,0.793,4,A hot city known for its rich history.
11965,Berlin,52.69948,13.45759,City,0.224,4.58,1305,Hot,0.769,4,Famous for its breathtaking sunsets.
11966,Toronto,43.515,-78.48823,City,0.432,4.54,2579,Hot,0.76,5,Popular destination featuring friendly locals.
11967,Santorini,36.28837,25.63194,Island,0.219,3.58,1323,Hot,0.685,2,Famous for its peaceful environment.
11968,Istanbul,41.46167,28.64699,City,0.477,3.38,2203,Temperate,0.557,10,A temperate city known for its beautiful beaches.
11969,Venice,45.37146,12.5001,City,0.089,3.86,226,Temperate,0.55,7,Offers a family-friendly atmosphere.
11970,New York,39.97266,-73.52649,City,0.209,4.22,855,Hot,0.863,7,Offers a unique travel experience.
11971,Taj Mahal,27.08384,78.72989,Historic Site,0.178,3.49,906,Cold,0.688,5,Famous for its artistic heritage.
11972,Grand Canyon,37.07346,-112.2396,National Park,0.222,4.65,1236,Temperate,0.713,1,Popular destination featuring amazing food.
11973,Dubai Desert,25.7397,54.76077,Desert,0.26,3.68,1508,Hot,0.682,0,A hot desert known for its stunning views.
11974,Berlin,52.29895,13.43965,City,0.175,3.49,595,Cold,0.664,6,Famous for its lush landscapes.
11975,Galápagos Islands,-1.24223,-91.64564,Island,0.404,3.42,1933,Hot,0.898,3,Famous for its adventure sports.
11976,Chicago,42.49799,-87.29399,City,0.107,4.21,927,Temperate,0.893,4,Popular destination featuring unique wildlife.
11977,Bora Bora,-16.11424,-151.96355,Island,0.232,3.34,1246,Temperate,0.502,2,Offers a romantic escape.
11978,Dubai Desert,25.03998,54.80298,Desert,0.11,3.57,377,Hot,0.903,1,Popular destination featuring historic landmarks.
11979,Dubai,25.33393,55.10534,City,0.568,4.54,2990,Hot,0.708,2,Famous for its lush landscapes.
11980,Cape Town,-33.53905,18.09374,City,0.121,5.0,638,Hot,0.523,5,Famous for its artistic heritage.
11981,Great Wall of China,39.86889,117.54326,Historic Site,0.501,3.79,2602,Hot,0.786,4,Offers a unique travel experience.
11982,New York,40.60392,-74.68739,City,0.125,4.15,316,Cold,0.806,6,Popular destination featuring unique wildlife.
11983,Singapore,1.15919,102.70126,City,0.135,5.0,766,Temperate,0.776,2,Famous for its adventure sports.
11984,Swiss Alps,46.92377,8.65126,Mountain,0.034,3.78,170,Cold,0.62,0,Popular destination featuring scenic trails.
11985,Great Wall of China,40.23361,116.08026,Historic Site,0.094,3.92,562,Temperate,0.708,6,Famous for its artistic heritage.
11986,Maui,20.66129,-157.09365,Island,0.516,3.96,2542,Hot,0.629,1,A hot island known for its rich history.
11987,Amsterdam,52.65234,3.76893,City,0.175,2.83,1214,Cold,0.5,6,Famous for its adventure sports.
11988,Great Wall of China,40.24228,116.37705,Historic Site,0.318,3.98,1803,Temperate,0.722,5,Popular destination featuring historic landmarks.
11989,Paris,49.32193,2.16943,City,0.333,4.22,1564,Temperate,0.828,4,Popular destination featuring amazing food.
11990,Yosemite,37.70776,-119.75851,National Park,0.619,4.65,2530,Temperate,0.748,1,Famous for its breathtaking sunsets.
11991,Angkor Wat,12.60308,103.96793,Historic Site,0.256,4.33,1290,Hot,0.825,4,Famous for its adventure sports.
11992,Serengeti,-1.94292,34.82721,National Park,0.212,4.06,1280,Temperate,1.0,1,Offers a unique travel experience.
11993,Mount Fuji,35.32965,138.65131,Mountain,0.178,4.67,1006,Temperate,0.767,2,Famous for its lush landscapes.
11994,Lisbon,38.26291,-8.49911,City,0.328,5.0,1658,Hot,0.74,7,Famous for its breathtaking sunsets.
11995,Bora Bora,-16.04359,-151.24758,Island,0.211,4.03,1001,Temperate,0.821,4,Popular destination featuring amazing food.
11996,Rome,41.42329,12.62351,City,0.185,4.69,652,Hot,0.706,6,Popular destination featuring amazing food.
11997,Fiji,-18.53288,177.69768,Island,0.083,3.78,478,Hot,0.711,2,Popular destination featuring unique wildlife.
11998,Moscow,54.85815,37.56392,City,0.256,3.31,1164,Cold,0.61,7,Famous for its breathtaking sunsets.
11999,Taj Mahal,27.44165,78.53403,Historic Site,0.478,3.87,2551,Temperate,0.546,1,A temperate historic site known for its tranquil nature.
12000,Pyramids of Giza,29.69073,30.86969,Historic Site,0.213,4.07,1502,Cold,0.437,7,Offers a perfect getaway.
12001,Maui,21.22417,-157.0736,Island,0.274,3.7,1479,Temperate,0.917,1,Famous for its adventure sports.
12002,Ibiza,38.32058,2.00146,Beach,0.076,3.29,600,Temperate,0.545,2,Popular destination featuring historic landmarks.
12003,Istanbul,40.90489,28.0496,City,0.279,4.11,1905,Hot,0.532,9,Popular destination featuring scenic trails.
12004,Taj Mahal,27.05857,78.5019,Historic Site,0.288,3.68,1758,Temperate,0.821,2,Offers a perfect getaway.
12005,Yosemite,38.08782,-119.20098,National Park,0.389,4.3,2005,Cold,0.67,4,Offers a unique travel experience.
12006,Colosseum,41.82609,12.03289,Historic Site,0.246,4.04,1044,Cold,0.575,6,Popular destination featuring friendly locals.
12007,Bora Bora,-17.40753,-151.90284,Island,0.43,3.49,2068,Hot,0.577,2,A hot island known for its stunning views.
12008,Yellowstone,44.25352,-109.73212,National Park,0.559,3.54,2783,Cold,0.776,0,Popular destination featuring historic landmarks.
12009,Moscow,55.06461,37.06732,City,0.262,4.27,1131,Cold,0.643,4,Famous for its breathtaking sunsets.
12010,Banff,51.96619,-115.37455,National Park,0.206,4.4,809,Temperate,0.53,1,A temperate national park known for its vibrant culture.
12011,Galápagos Islands,-1.59325,-90.59662,Island,0.409,4.13,1960,Temperate,0.675,2,Popular destination featuring historic landmarks.
12012,Yosemite,38.08762,-120.06589,National Park,0.229,4.03,765,Temperate,0.678,1,A temperate national park known for its tranquil nature.
12013,Bangkok,13.3291,100.79909,City,0.443,3.79,2017,Cold,0.904,7,Popular destination featuring historic landmarks.
12014,Barcelona,41.69549,1.70932,City,0.196,4.49,598,Cold,0.918,4,A cold city known for its tranquil nature.
12015,Cancun,21.49666,-87.41037,Beach,0.458,3.93,2541,Hot,0.497,1,A hot beach known for its beautiful beaches.
12016,Ibiza,39.62047,1.61198,Beach,0.427,4.3,2105,Temperate,0.619,1,Popular destination featuring amazing food.
12017,Berlin,52.41943,13.57798,City,0.1,4.27,700,Hot,0.843,3,Famous for its lush landscapes.
12018,Los Angeles,34.53635,-118.24285,City,0.462,3.59,2359,Hot,0.754,5,Famous for its adventure sports.
12019,Buenos Aires,-35.00199,-58.85862,City,0.506,3.74,2393,Cold,1.0,3,A cold city known for its rich history.
12020,Taj Mahal,26.84643,77.59107,Historic Site,0.631,3.32,2964,Cold,0.652,6,Famous for its peaceful environment.
12021,Mount Fuji,35.03711,138.38521,Mountain,0.167,3.43,1013,Temperate,0.728,1,Famous for its breathtaking sunsets.
12022,Cape Town,-33.22606,18.05204,City,0.359,4.32,2165,Cold,0.792,2,Offers a romantic escape.
12023,London,50.65486,-0.69647,City,0.071,4.94,595,Temperate,0.712,4,Popular destination featuring unique wildlife.
12024,Moscow,55.48006,37.37682,City,0.348,5.0,2025,Cold,0.646,0,Offers a perfect getaway.
12025,Amazon Rainforest,-3.22429,-62.34794,Forest,0.235,3.3,962,Temperate,0.355,4,Famous for its peaceful environment.
12026,Maldives,3.17202,73.53699,Island,0.193,3.79,1074,Hot,0.851,2,Offers a unique travel experience.
12027,Swiss Alps,46.85862,9.66684,Mountain,0.184,4.06,1003,Cold,0.674,1,Popular destination featuring unique wildlife.
12028,Phuket,8.04079,98.53913,Beach,0.499,3.79,2308,Temperate,0.937,1,Popular destination featuring friendly locals.
12029,Rome,40.86975,12.38828,City,0.069,3.89,404,Hot,0.872,8,Famous for its adventure sports.
12030,Dubai Desert,25.25217,55.24208,Desert,0.407,3.4,1907,Hot,0.858,2,Popular destination featuring unique wildlife.
12031,London,51.24364,-1.3054,City,0.345,3.73,1677,Cold,0.407,1,Famous for its artistic heritage.
12032,Istanbul,41.14346,28.93085,City,0.171,4.47,741,Cold,0.582,5,Offers a family-friendly atmosphere.
12033,New York,40.87768,-74.29498,City,0.454,4.06,2082,Temperate,0.657,3,Offers a unique travel experience.
12034,Istanbul,41.20366,28.46641,City,0.287,4.59,1571,Hot,0.856,2,Offers a memorable vacation.
12035,Berlin,51.51296,13.71485,City,0.051,3.97,260,Hot,0.992,6,Famous for its lush landscapes.
12036,Dubai Desert,25.89957,55.57555,Desert,0.043,3.76,56,Hot,0.726,1,A hot desert known for its beautiful beaches.
12037,Berlin,52.93547,13.3839,City,0.189,4.2,614,Temperate,0.834,5,Famous for its breathtaking sunsets.
12038,Chicago,42.00608,-87.75149,City,0.87,3.98,4321,Cold,0.466,2,Popular destination featuring historic landmarks.
12039,Chicago,42.18113,-87.68736,City,0.182,4.09,651,Hot,0.563,5,Offers a family-friendly atmosphere.
12040,Ibiza,39.07619,1.06213,Beach,0.16,2.74,867,Hot,0.721,1,A hot beach known for its stunning views.
12041,Fiji,-17.33957,177.23256,Island,0.395,4.71,1798,Temperate,0.962,0,A temperate island known for its tranquil nature.
12042,Bali,-8.75079,115.81537,Island,0.155,4.53,936,Hot,0.744,1,Popular destination featuring friendly locals.
12043,Rome,41.13196,13.10676,City,0.331,3.76,1675,Temperate,0.718,3,Famous for its artistic heritage.
12044,Istanbul,41.41524,29.11935,City,0.092,3.64,626,Hot,0.876,2,Popular destination featuring amazing food.
12045,Colosseum,41.6578,12.1701,Historic Site,0.113,4.43,704,Temperate,0.613,2,Offers a perfect getaway.
12046,Cancun,21.4248,-87.45754,Beach,0.176,4.1,1046,Temperate,0.601,0,A temperate beach known for its beautiful beaches.
12047,Bora Bora,-16.61613,-153.03591,Island,0.137,4.4,809,Temperate,0.816,2,Offers a romantic escape.
12048,Banff,50.55123,-115.19773,National Park,0.227,4.06,1219,Cold,0.668,0,A cold national park known for its stunning views.
12049,Banff,51.03898,-115.31392,National Park,0.087,4.18,470,Cold,0.671,1,A cold national park known for its rich history.
12050,Amazon Rainforest,-2.5793,-61.61445,Forest,0.167,3.99,788,Temperate,0.656,0,A temperate forest known for its vibrant culture.
12051,Dubai,26.30635,55.88573,City,0.238,4.12,1624,Temperate,0.758,6,Popular destination featuring amazing food.
12052,Cape Town,-33.97785,18.18136,City,0.262,4.13,1426,Cold,0.586,4,Famous for its adventure sports.
12053,Dubai Desert,24.47638,55.36403,Desert,0.255,3.68,1213,Hot,0.73,1,Famous for its adventure sports.
12054,Los Angeles,33.82606,-118.52467,City,0.376,3.73,1926,Cold,0.396,6,A cold city known for its beautiful beaches.
12055,Grand Canyon,35.45887,-112.71313,National Park,0.13,3.85,934,Cold,0.897,1,A cold national park known for its vibrant culture.
12056,Buenos Aires,-33.78652,-57.57899,City,0.233,4.06,1033,Cold,0.652,4,A cold city known for its beautiful beaches.
12057,Angkor Wat,12.96804,103.96549,Historic Site,0.041,4.02,10,Hot,0.724,5,Popular destination featuring amazing food.
12058,Phuket,8.35897,99.12411,Beach,0.589,4.02,2872,Hot,0.769,3,Offers a perfect getaway.
12059,Moscow,56.3506,37.5061,City,0.132,4.8,602,Hot,0.685,4,Offers a family-friendly atmosphere.
12060,Taj Mahal,27.13704,78.00976,Historic Site,0.47,4.7,2029,Hot,0.693,3,Popular destination featuring historic landmarks.
12061,Ibiza,38.42676,1.41784,Beach,0.132,4.3,602,Hot,0.72,2,A hot beach known for its stunning views.
12062,Moscow,55.71105,37.45747,City,0.156,4.19,948,Hot,0.742,6,Famous for its artistic heritage.
12063,Bangkok,14.8865,100.58624,City,0.191,4.64,1065,Temperate,0.559,9,Famous for its breathtaking sunsets.
12064,Dubai Desert,24.83629,55.05752,Desert,0.441,4.16,2591,Hot,0.497,1,Offers a unique travel experience.
12065,Pyramids of Giza,29.32018,31.05104,Historic Site,0.327,3.94,1718,Cold,0.704,6,A cold historic site known for its rich history.
12066,Grand Canyon,35.86021,-112.19666,National Park,0.08,4.36,408,Temperate,0.65,2,A temperate national park known for its rich history.
12067,Patagonia,-49.37689,-73.22441,Mountain,0.291,4.85,1541,Temperate,0.683,2,Popular destination featuring scenic trails.
12068,Banff,51.10139,-115.36691,National Park,0.48,4.09,2222,Cold,0.762,1,Offers a unique travel experience.
12069,Banff,51.70197,-114.91378,National Park,0.331,3.72,1657,Cold,0.951,0,A cold national park known for its tranquil nature.
12070,Singapore,1.03371,103.6487,City,0.462,4.18,2186,Hot,0.455,7,Famous for its peaceful environment.
12071,Dubai,25.78125,55.1861,City,0.49,3.7,2653,Temperate,0.367,4,Popular destination featuring unique wildlife.
12072,Yosemite,37.74682,-120.12013,National Park,0.112,4.76,1018,Cold,0.729,1,A cold national park known for its tranquil nature.
12073,Toronto,43.29813,-79.41996,City,0.281,4.33,1635,Hot,0.608,3,A hot city known for its tranquil nature.
12074,Istanbul,40.55347,28.32227,City,0.577,4.41,3059,Cold,0.558,3,Famous for its lush landscapes.
12075,Bora Bora,-16.49143,-151.34925,Island,0.315,4.07,1255,Temperate,0.69,2,Famous for its adventure sports.
12076,Tokyo,35.07113,139.79035,City,0.442,3.82,2079,Temperate,0.625,6,Popular destination featuring unique wildlife.
12077,Dubai,26.20944,56.11419,City,0.275,4.59,1615,Hot,0.838,3,Offers a memorable vacation.
12078,Chicago,41.69531,-87.36034,City,0.28,3.79,1306,Hot,0.75,3,Famous for its artistic heritage.
12079,Amsterdam,52.29597,5.05337,City,0.004,4.09,10,Hot,0.622,5,Popular destination featuring amazing food.
12080,Rocky Mountains,40.52111,-106.11256,Mountain,0.041,4.45,126,Temperate,0.624,2,Famous for its breathtaking sunsets.
12081,Fiji,-17.7308,177.80111,Island,0.059,4.27,256,Hot,0.864,0,Popular destination featuring historic landmarks.
12082,Moscow,56.3862,37.79786,City,0.186,3.8,808,Temperate,0.646,3,A temperate city known for its stunning views.
12083,Sydney,-32.91798,151.43007,City,0.54,4.55,2720,Hot,0.664,7,Popular destination featuring friendly locals.
12084,Fiji,-17.5466,178.72118,Island,0.221,3.42,1050,Temperate,0.673,2,Popular destination featuring unique wildlife.
12085,Maui,20.75814,-155.91607,Island,0.199,4.09,1337,Hot,0.818,1,Popular destination featuring historic landmarks.
12086,Bangkok,13.79702,100.04932,City,0.142,3.29,469,Hot,0.602,4,Popular destination featuring historic landmarks.
12087,Barcelona,41.5828,2.09276,City,0.377,3.19,1659,Cold,0.556,5,Famous for its lush landscapes.
12088,Banff,51.57026,-115.29179,National Park,0.078,3.55,207,Temperate,0.801,1,Offers a romantic escape.
12089,Rome,41.10086,11.92992,City,0.31,4.74,1545,Cold,0.581,0,Famous for its peaceful environment.
12090,Chicago,42.01908,-88.84573,City,0.35,3.77,1859,Hot,0.568,7,A hot city known for its vibrant culture.
12091,Himalayas,28.30248,88.2749,Mountain,0.353,4.81,1756,Cold,0.796,1,Famous for its artistic heritage.
12092,Cape Town,-33.91415,18.35568,City,0.668,3.68,3170,Cold,0.478,5,Famous for its peaceful environment.
12093,Angkor Wat,13.80736,104.27474,Historic Site,0.374,3.78,1818,Temperate,0.739,6,Popular destination featuring unique wildlife.
12094,Ibiza,39.21305,0.55643,Beach,0.279,3.48,1389,Hot,0.663,2,Popular destination featuring unique wildlife.
12095,Fiji,-17.91322,177.30883,Island,0.026,4.41,279,Temperate,0.403,1,Popular destination featuring historic landmarks.
